qald_id,sentence_en,pos-tags,noun_count,pos-complex(H/M/E),ner-tags,entity_count,ner-complex(H/M/E),list_type(Y/N),count_type(Y/N),entity-count,sentence_entities_grayed
172,In which U.S. state is Fort Knox located?,"[('In', 'IN'), ('which', 'WDT'), ('U.S.', 'NNP'), ('state', 'NN'), ('is', 'VBZ'), ('Fort', 'NNP'), ('Knox', 'NNP'), ('located', 'VBN'), ('?', '.')]",4,medium,"[('In', 'O'), ('which', 'O'), ('U.S.', 'LOCATION'), ('state', 'O'), ('is', 'O'), ('Fort', 'LOCATION'), ('Knox', 'LOCATION'), ('located', 'O'), ('?', 'O')]",tbd,medium,N,N,3.0,In which $U.S.$ state is $Fort$ $Knox$ located ?
173,Give me all cities in New Jersey with more than 100000 inhabitants.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('cities', 'NNS'), ('in', 'IN'), ('New', 'NNP'), ('Jersey', 'NNP'), ('with', 'IN'), ('more', 'JJR'), ('than', 'IN'), ('100000', 'CD'), ('inhabitants', 'NNS'), ('.', '.')]",4,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('cities', 'O'), ('in', 'O'), ('New', 'LOCATION'), ('Jersey', 'LOCATION'), ('with', 'O'), ('more', 'O'), ('than', 'O'), ('100000', 'O'), ('inhabitants', 'O'), ('.', 'O')]",tbd,medium,Y,N,2.0,Give me all cities in $New$ $Jersey$ with more than 100000 inhabitants .
174,Which mountains are higher than the Nanga Parbat?,"[('Which', 'JJ'), ('mountains', 'NNS'), ('are', 'VBP'), ('higher', 'JJR'), ('than', 'IN'), ('the', 'DT'), ('Nanga', 'NNP'), ('Parbat', 'NNP'), ('?', '.')]",3,medium,"[('Which', 'O'), ('mountains', 'O'), ('are', 'O'), ('higher', 'O'), ('than', 'O'), ('the', 'O'), ('Nanga', 'ORGANIZATION'), ('Parbat', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Which mountains are higher than the $Nanga$ $Parbat$ ?
175,Give me all B-sides of the Ramones.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('B-sides', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('Ramones', 'NNP'), ('.', '.')]",2,easy,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('B-sides', 'O'), ('of', 'O'), ('the', 'O'), ('Ramones', 'ORGANIZATION'), ('.', 'O')]",tbd,easy,Y,N,1.0,Give me all B-sides of the $Ramones$ .
176,What are the specialities of the UNC Health Care?,"[('What', 'WP'), ('are', 'VBP'), ('the', 'DT'), ('specialities', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('UNC', 'NNP'), ('Health', 'NNP'), ('Care', 'NNP'), ('?', '.')]",5,hard,"[('What', 'O'), ('are', 'O'), ('the', 'O'), ('specialities', 'O'), ('of', 'O'), ('the', 'O'), ('UNC', 'ORGANIZATION'), ('Health', 'ORGANIZATION'), ('Care', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,3.0,What are the specialities of the $UNC$ $Health$ $Care$ ?
177,When was Olof Palme shot?,"[('When', 'WRB'), ('was', 'VBD'), ('Olof', 'NNP'), ('Palme', 'NNP'), ('shot', 'NN'), ('?', '.')]",3,medium,"[('When', 'O'), ('was', 'O'), ('Olof', 'PERSON'), ('Palme', 'PERSON'), ('shot', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,When was $Olof$ $Palme$ shot ?
178,List the seven kings of Rome.,"[('List', 'VB'), ('the', 'DT'), ('seven', 'CD'), ('kings', 'NNS'), ('of', 'IN'), ('Rome', 'NNP'), ('.', '.')]",2,easy,"[('List', 'O'), ('the', 'O'), ('seven', 'O'), ('kings', 'O'), ('of', 'O'), ('Rome', 'LOCATION'), ('.', 'O')]",tbd,easy,Y,N,1.0,List the seven kings of $Rome$ .
179,Give me all people that were born in Vienna and died in Berlin.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('people', 'NNS'), ('that', 'WDT'), ('were', 'VBD'), ('born', 'VBN'), ('in', 'IN'), ('Vienna', 'NNP'), ('and', 'CC'), ('died', 'VBD'), ('in', 'IN'), ('Berlin', 'NNP'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('people', 'O'), ('that', 'O'), ('were', 'O'), ('born', 'O'), ('in', 'O'), ('Vienna', 'LOCATION'), ('and', 'O'), ('died', 'O'), ('in', 'O'), ('Berlin', 'LOCATION'), ('.', 'O')]",tbd,medium,Y,N,2.0,Give me all people that were born in $Vienna$ and died in $Berlin$ .
180,Is Darth Vader Luke’s father?,"[('Is', 'VBZ'), ('Darth', 'NNP'), ('Vader', 'NNP'), ('Luke', 'NNP'), ('’', 'NNP'), ('s', 'VBD'), ('father', 'RB'), ('?', '.')]",4,medium,"[('Is', 'O'), ('Darth', 'O'), ('Vader', 'O'), ('Luke', 'O'), ('’', 'O'), ('s', 'O'), ('father', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Is Darth Vader Luke ’ s father ?
181,Show me all the breweries in Australia.,"[('Show', 'VB'), ('me', 'PRP'), ('all', 'PDT'), ('the', 'DT'), ('breweries', 'NNS'), ('in', 'IN'), ('Australia', 'NNP'), ('.', '.')]",2,easy,"[('Show', 'O'), ('me', 'O'), ('all', 'O'), ('the', 'O'), ('breweries', 'O'), ('in', 'O'), ('Australia', 'LOCATION'), ('.', 'O')]",tbd,easy,N,N,1.0,Show me all the breweries in $Australia$ .
182,Give me all films produced by Steven Spielberg with a budget of at least $80 million.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('films', 'NNS'), ('produced', 'VBN'), ('by', 'IN'), ('Steven', 'NNP'), ('Spielberg', 'NNP'), ('with', 'IN'), ('a', 'DT'), ('budget', 'NN'), ('of', 'IN'), ('at', 'IN'), ('least', 'JJS'), ('$', '$'), ('80', 'CD'), ('million', 'CD'), ('.', '.')]",4,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('films', 'O'), ('produced', 'O'), ('by', 'O'), ('Steven', 'PERSON'), ('Spielberg', 'PERSON'), ('with', 'O'), ('a', 'O'), ('budget', 'O'), ('of', 'O'), ('at', 'O'), ('least', 'O'), ('$', 'O'), ('80', 'O'), ('million', 'O'), ('.', 'O')]",tbd,medium,Y,N,2.0,Give me all films produced by $Steven$ $Spielberg$ with a budget of at least $ 80 million .
183,Give me all soccer clubs in Spain.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('soccer', 'NN'), ('clubs', 'NNS'), ('in', 'IN'), ('Spain', 'NNP'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('soccer', 'O'), ('clubs', 'O'), ('in', 'O'), ('Spain', 'LOCATION'), ('.', 'O')]",tbd,easy,Y,N,1.0,Give me all soccer clubs in $Spain$ .
184,Who produced films starring Natalie Portman?,"[('Who', 'WP'), ('produced', 'VBD'), ('films', 'NNS'), ('starring', 'VBG'), ('Natalie', 'NNP'), ('Portman', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('produced', 'O'), ('films', 'O'), ('starring', 'O'), ('Natalie', 'PERSON'), ('Portman', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Who produced films starring $Natalie$ $Portman$ ?
185,Give me all breeds of the German Shepherd dog.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('breeds', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('German', 'JJ'), ('Shepherd', 'NNP'), ('dog', 'NN'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('breeds', 'O'), ('of', 'O'), ('the', 'O'), ('German', 'O'), ('Shepherd', 'O'), ('dog', 'O'), ('.', 'O')]",tbd,easy,Y,N,0.0,Give me all breeds of the German Shepherd dog .
186,Who is the heaviest player of the Chicago Bulls?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('heaviest', 'JJS'), ('player', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Chicago', 'NNP'), ('Bulls', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('heaviest', 'O'), ('player', 'O'), ('of', 'O'), ('the', 'O'), ('Chicago', 'ORGANIZATION'), ('Bulls', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Who is the heaviest player of the $Chicago$ $Bulls$ ?
187,Which languages are spoken in Estonia?,"[('Which', 'JJ'), ('languages', 'NNS'), ('are', 'VBP'), ('spoken', 'VBN'), ('in', 'IN'), ('Estonia', 'NNP'), ('?', '.')]",2,easy,"[('Which', 'O'), ('languages', 'O'), ('are', 'O'), ('spoken', 'O'), ('in', 'O'), ('Estonia', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Which languages are spoken in $Estonia$ ?
188,What is the largest country in the world?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('largest', 'JJS'), ('country', 'NN'), ('in', 'IN'), ('the', 'DT'), ('world', 'NN'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('largest', 'O'), ('country', 'O'), ('in', 'O'), ('the', 'O'), ('world', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What is the largest country in the world ?
189,What is the largest city in america?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('largest', 'JJS'), ('city', 'NN'), ('in', 'IN'), ('america', 'NN'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('largest', 'O'), ('city', 'O'), ('in', 'O'), ('america', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the largest city in $america$ ?
190,Who was the pope that founded the Vatican Television?,"[('Who', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('pope', 'NN'), ('that', 'WDT'), ('founded', 'VBD'), ('the', 'DT'), ('Vatican', 'NNP'), ('Television', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('was', 'O'), ('the', 'O'), ('pope', 'O'), ('that', 'O'), ('founded', 'O'), ('the', 'O'), ('Vatican', 'ORGANIZATION'), ('Television', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Who was the pope that founded the $Vatican$ $Television$ ?
191,Who discovered Ceres?,"[('Who', 'WP'), ('discovered', 'VBD'), ('Ceres', 'NNP'), ('?', '.')]",2,easy,"[('Who', 'O'), ('discovered', 'O'), ('Ceres', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who discovered $Ceres$ ?
192,Who is the king of the Netherlands?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('king', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Netherlands', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('king', 'O'), ('of', 'O'), ('the', 'O'), ('Netherlands', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who is the king of the $Netherlands$ ?
193,Is Cola a beverage?,"[('Is', 'VBZ'), ('Cola', 'NNP'), ('a', 'DT'), ('beverage', 'NN'), ('?', '.')]",2,easy,"[('Is', 'O'), ('Cola', 'O'), ('a', 'O'), ('beverage', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Is Cola a beverage ?
194,What is the alma mater of the chancellor of Germany Angela Merkel?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('alma', 'JJ'), ('mater', 'NN'), ('of', 'IN'), ('the', 'DT'), ('chancellor', 'NN'), ('of', 'IN'), ('Germany', 'NNP'), ('Angela', 'NNP'), ('Merkel', 'NNP'), ('?', '.')]",6,hard,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('alma', 'O'), ('mater', 'O'), ('of', 'O'), ('the', 'O'), ('chancellor', 'O'), ('of', 'O'), ('Germany', 'LOCATION'), ('Angela', 'PERSON'), ('Merkel', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,3.0,What is the alma mater of the chancellor of $Germany$ $Angela$ $Merkel$ ?
195,Who wrote the book Les Piliers de la terre?,"[('Who', 'WP'), ('wrote', 'VBD'), ('the', 'DT'), ('book', 'NN'), ('Les', 'NNP'), ('Piliers', 'NNP'), ('de', 'IN'), ('la', 'FW'), ('terre', 'FW'), ('?', '.')]",4,medium,"[('Who', 'O'), ('wrote', 'O'), ('the', 'O'), ('book', 'O'), ('Les', 'O'), ('Piliers', 'O'), ('de', 'O'), ('la', 'O'), ('terre', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who wrote the book Les Piliers de la terre ?
196,Which airports does Yeti Airlines serve?,"[('Which', 'JJ'), ('airports', 'VBZ'), ('does', 'VBZ'), ('Yeti', 'NNP'), ('Airlines', 'NNPS'), ('serve', 'NN'), ('?', '.')]",3,medium,"[('Which', 'O'), ('airports', 'O'), ('does', 'O'), ('Yeti', 'ORGANIZATION'), ('Airlines', 'ORGANIZATION'), ('serve', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which airports does $Yeti$ $Airlines$ serve ?
197,Where is the birthplace of Goethe?,"[('Where', 'WRB'), ('is', 'VBZ'), ('the', 'DT'), ('birthplace', 'NN'), ('of', 'IN'), ('Goethe', 'NNP'), ('?', '.')]",2,easy,"[('Where', 'O'), ('is', 'O'), ('the', 'O'), ('birthplace', 'O'), ('of', 'O'), ('Goethe', 'PERSON'), ('?', 'O')]",tbd,easy,N,N,1.0,Where is the birthplace of $Goethe$ ?
198,Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,"[('Was', 'VBD'), ('the', 'DT'), ('Cuban', 'NNP'), ('Missile', 'NNP'), ('Crisis', 'NNP'), ('earlier', 'JJR'), ('than', 'IN'), ('the', 'DT'), ('Bay', 'NNP'), ('of', 'IN'), ('Pigs', 'NNP'), ('Invasion', 'NNP'), ('?', '.')]",6,hard,"[('Was', 'O'), ('the', 'O'), ('Cuban', 'O'), ('Missile', 'O'), ('Crisis', 'O'), ('earlier', 'O'), ('than', 'O'), ('the', 'O'), ('Bay', 'O'), ('of', 'O'), ('Pigs', 'O'), ('Invasion', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion ?
199,Which ingredients do I need for carrot cake?,"[('Which', 'WDT'), ('ingredients', 'NNS'), ('do', 'VBP'), ('I', 'PRP'), ('need', 'VBP'), ('for', 'IN'), ('carrot', 'NNS'), ('cake', 'NN'), ('?', '.')]",3,medium,"[('Which', 'O'), ('ingredients', 'O'), ('do', 'O'), ('I', 'O'), ('need', 'O'), ('for', 'O'), ('carrot', 'O'), ('cake', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which ingredients do I need for carrot cake ?
200,Who created Wikipedia?,"[('Who', 'WP'), ('created', 'VBD'), ('Wikipedia', 'NNP'), ('?', '.')]",2,easy,"[('Who', 'O'), ('created', 'O'), ('Wikipedia', 'ORGANIZATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who created $Wikipedia$ ?
201,What is the highest mountain in Saxony Germany?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('highest', 'JJS'), ('mountain', 'NN'), ('in', 'IN'), ('Saxony', 'NNP'), ('Germany', 'NNP'), ('?', '.')]",4,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('highest', 'O'), ('mountain', 'O'), ('in', 'O'), ('Saxony', 'LOCATION'), ('Germany', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,What is the highest mountain in $Saxony$ $Germany$ ?
202,Who is the current federal minister of finance in Germany?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('current', 'JJ'), ('federal', 'JJ'), ('minister', 'NN'), ('of', 'IN'), ('finance', 'NN'), ('in', 'IN'), ('Germany', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('current', 'O'), ('federal', 'O'), ('minister', 'O'), ('of', 'O'), ('finance', 'O'), ('in', 'O'), ('Germany', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who is the current federal minister of finance in $Germany$ ?
203,In which country is Mecca located?,"[('In', 'IN'), ('which', 'WDT'), ('country', 'NN'), ('is', 'VBZ'), ('Mecca', 'NNP'), ('located', 'VBN'), ('?', '.')]",2,easy,"[('In', 'O'), ('which', 'O'), ('country', 'O'), ('is', 'O'), ('Mecca', 'LOCATION'), ('located', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,In which country is $Mecca$ located ?
204,Who played Gus Fring in Breaking Bad?,"[('Who', 'WP'), ('played', 'VBD'), ('Gus', 'NNP'), ('Fring', 'NNP'), ('in', 'IN'), ('Breaking', 'NNP'), ('Bad', 'NNP'), ('?', '.')]",5,hard,"[('Who', 'O'), ('played', 'O'), ('Gus', 'PERSON'), ('Fring', 'PERSON'), ('in', 'O'), ('Breaking', 'O'), ('Bad', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Who played $Gus$ $Fring$ in Breaking Bad ?
205,In which country does the Nile start?,"[('In', 'IN'), ('which', 'WDT'), ('country', 'NN'), ('does', 'VBZ'), ('the', 'DT'), ('Nile', 'NNP'), ('start', 'NN'), ('?', '.')]",3,medium,"[('In', 'O'), ('which', 'O'), ('country', 'O'), ('does', 'O'), ('the', 'O'), ('Nile', 'O'), ('start', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,In which country does the Nile start ?
206,In which state Penn State University is located?,"[('In', 'IN'), ('which', 'WDT'), ('state', 'NN'), ('Penn', 'NNP'), ('State', 'NNP'), ('University', 'NNP'), ('is', 'VBZ'), ('located', 'VBN'), ('?', '.')]",4,medium,"[('In', 'O'), ('which', 'O'), ('state', 'O'), ('Penn', 'ORGANIZATION'), ('State', 'ORGANIZATION'), ('University', 'ORGANIZATION'), ('is', 'O'), ('located', 'O'), ('?', 'O')]",tbd,medium,N,N,3.0,In which state $Penn$ $State$ $University$ is located ?
207,What is the biggest stadium in Spain?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('biggest', 'JJS'), ('stadium', 'NN'), ('in', 'IN'), ('Spain', 'NNP'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('biggest', 'O'), ('stadium', 'O'), ('in', 'O'), ('Spain', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the biggest stadium in $Spain$ ?
208,Who is the coach of Ankara's ice hockey team?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('coach', 'NN'), ('of', 'IN'), ('Ankara', 'NNP'), (""'s"", 'POS'), ('ice', 'NN'), ('hockey', 'NN'), ('team', 'NN'), ('?', '.')]",6,hard,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('coach', 'O'), ('of', 'O'), ('Ankara', 'LOCATION'), (""'s"", 'O'), ('ice', 'O'), ('hockey', 'O'), ('team', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Who is the coach of $Ankara$ 's ice hockey team ?
209,How large is the area of UK?,"[('How', 'WRB'), ('large', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('area', 'NN'), ('of', 'IN'), ('UK', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('large', 'O'), ('is', 'O'), ('the', 'O'), ('area', 'O'), ('of', 'O'), ('UK', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,How large is the area of $UK$ ?
210,Who created Batman?,"[('Who', 'WP'), ('created', 'VBD'), ('Batman', 'NNP'), ('?', '.')]",2,easy,"[('Who', 'O'), ('created', 'O'), ('Batman', 'PERSON'), ('?', 'O')]",tbd,easy,N,N,1.0,Who created $Batman$ ?
211,Was Sigmund Freud married?,"[('Was', 'NNP'), ('Sigmund', 'NNP'), ('Freud', 'NNP'), ('married', 'VBD'), ('?', '.')]",3,medium,"[('Was', 'O'), ('Sigmund', 'PERSON'), ('Freud', 'PERSON'), ('married', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Was $Sigmund$ $Freud$ married ?
212,Who are the developers of DBpedia?,"[('Who', 'WP'), ('are', 'VBP'), ('the', 'DT'), ('developers', 'NNS'), ('of', 'IN'), ('DBpedia', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('are', 'O'), ('the', 'O'), ('developers', 'O'), ('of', 'O'), ('DBpedia', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who are the developers of DBpedia ?
213,Give me all movies directed by Francis Ford Coppola.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('movies', 'NNS'), ('directed', 'VBN'), ('by', 'IN'), ('Francis', 'NNP'), ('Ford', 'NNP'), ('Coppola', 'NNP'), ('.', '.')]",4,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('movies', 'O'), ('directed', 'O'), ('by', 'O'), ('Francis', 'PERSON'), ('Ford', 'PERSON'), ('Coppola', 'PERSON'), ('.', 'O')]",tbd,medium,Y,N,3.0,Give me all movies directed by $Francis$ $Ford$ $Coppola$ .
214,Are tree frogs a type of amphibian?,"[('Are', 'NNP'), ('tree', 'JJ'), ('frogs', 'NNS'), ('a', 'DT'), ('type', 'NN'), ('of', 'IN'), ('amphibian', 'JJ'), ('?', '.')]",3,medium,"[('Are', 'O'), ('tree', 'O'), ('frogs', 'O'), ('a', 'O'), ('type', 'O'), ('of', 'O'), ('amphibian', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Are tree frogs a type of amphibian ?
215,What is the location of the Houses of Parliament?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('location', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Houses', 'NNP'), ('of', 'IN'), ('Parliament', 'NNP'), ('?', '.')]",4,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('location', 'O'), ('of', 'O'), ('the', 'O'), ('Houses', 'O'), ('of', 'O'), ('Parliament', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What is the location of the Houses of Parliament ?
216,how much is the elevation of Düsseldorf Airport ?,"[('how', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('elevation', 'NN'), ('of', 'IN'), ('Düsseldorf', 'NNP'), ('Airport', 'NNP'), ('?', '.')]",3,medium,"[('how', 'O'), ('much', 'O'), ('is', 'O'), ('the', 'O'), ('elevation', 'O'), ('of', 'O'), ('Düsseldorf', 'LOCATION'), ('Airport', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,how much is the elevation of $Düsseldorf$ $Airport$ ?
217,How much is the population of mexico city ?,"[('How', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('the', 'DT'), ('population', 'NN'), ('of', 'IN'), ('mexico', 'JJ'), ('city', 'NN'), ('?', '.')]",2,easy,"[('How', 'O'), ('much', 'O'), ('is', 'O'), ('the', 'O'), ('population', 'O'), ('of', 'O'), ('mexico', 'O'), ('city', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,How much is the population of mexico city ?
218,when was the founding date of french fifth republic?,"[('when', 'WRB'), ('was', 'VBD'), ('the', 'DT'), ('founding', 'JJ'), ('date', 'NN'), ('of', 'IN'), ('french', 'JJ'), ('fifth', 'NNS'), ('republic', 'VB'), ('?', '.')]",2,easy,"[('when', 'O'), ('was', 'O'), ('the', 'O'), ('founding', 'O'), ('date', 'O'), ('of', 'O'), ('french', 'O'), ('fifth', 'O'), ('republic', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,when was the founding date of french fifth republic ?
219,Who was the first King of England?,"[('Who', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('first', 'JJ'), ('King', 'NNP'), ('of', 'IN'), ('England', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('was', 'O'), ('the', 'O'), ('first', 'O'), ('King', 'O'), ('of', 'O'), ('England', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who was the first King of $England$ ?
220,Who is the editor of Forbes?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('editor', 'NN'), ('of', 'IN'), ('Forbes', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('editor', 'O'), ('of', 'O'), ('Forbes', 'PERSON'), ('?', 'O')]",tbd,easy,N,N,1.0,Who is the editor of $Forbes$ ?
221,Which awards did Douglas Hofstadter win?,"[('Which', 'JJ'), ('awards', 'NNS'), ('did', 'VBD'), ('Douglas', 'NNP'), ('Hofstadter', 'NNP'), ('win', 'VB'), ('?', '.')]",3,medium,"[('Which', 'O'), ('awards', 'O'), ('did', 'O'), ('Douglas', 'PERSON'), ('Hofstadter', 'PERSON'), ('win', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which awards did $Douglas$ $Hofstadter$ win ?
222,Who is the youngest Darts player?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('youngest', 'JJS'), ('Darts', 'NNS'), ('player', 'NN'), ('?', '.')]",3,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('youngest', 'O'), ('Darts', 'O'), ('player', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who is the youngest Darts player ?
223,Is horse racing a sport?,"[('Is', 'VBZ'), ('horse', 'NN'), ('racing', 'VBG'), ('a', 'DT'), ('sport', 'NN'), ('?', '.')]",2,easy,"[('Is', 'O'), ('horse', 'O'), ('racing', 'O'), ('a', 'O'), ('sport', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Is horse racing a sport ?
224,Which river does the Brooklyn Bridge cross?,"[('Which', 'JJ'), ('river', 'NN'), ('does', 'VBZ'), ('the', 'DT'), ('Brooklyn', 'NNP'), ('Bridge', 'NNP'), ('cross', 'NN'), ('?', '.')]",4,medium,"[('Which', 'O'), ('river', 'O'), ('does', 'O'), ('the', 'O'), ('Brooklyn', 'LOCATION'), ('Bridge', 'LOCATION'), ('cross', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which river does the $Brooklyn$ $Bridge$ cross ?
225,How many people live in Poland?,"[('How', 'WRB'), ('many', 'JJ'), ('people', 'NNS'), ('live', 'VBP'), ('in', 'IN'), ('Poland', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('many', 'O'), ('people', 'O'), ('live', 'O'), ('in', 'O'), ('Poland', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,How many people live in $Poland$ ?
226,When was the last episode of the TV series Friends aired?,"[('When', 'WRB'), ('was', 'VBD'), ('the', 'DT'), ('last', 'JJ'), ('episode', 'NN'), ('of', 'IN'), ('the', 'DT'), ('TV', 'NN'), ('series', 'NN'), ('Friends', 'NNP'), ('aired', 'VBD'), ('?', '.')]",4,medium,"[('When', 'O'), ('was', 'O'), ('the', 'O'), ('last', 'O'), ('episode', 'O'), ('of', 'O'), ('the', 'O'), ('TV', 'O'), ('series', 'O'), ('Friends', 'O'), ('aired', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,When was the last episode of the TV series Friends aired ?
227,Is the wife of president Obama called Michelle?,"[('Is', 'VBZ'), ('the', 'DT'), ('wife', 'NN'), ('of', 'IN'), ('president', 'NN'), ('Obama', 'NNP'), ('called', 'VBD'), ('Michelle', 'NNP'), ('?', '.')]",4,medium,"[('Is', 'O'), ('the', 'O'), ('wife', 'O'), ('of', 'O'), ('president', 'O'), ('Obama', 'PERSON'), ('called', 'O'), ('Michelle', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Is the wife of president $Obama$ called $Michelle$ ?
